Name,Modality,Bodypart
D:\Intership\data\Normal- (4824).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1629).jpg,CT,Brain
D:\Intership\data\Cancer (820).jpg,CT,Brain
D:\Intership\data\Stone- (291).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2042).jpg,CT,Abdominal
D:\Intership\data\Cancer (2214).jpg,CT,Brain
D:\Intership\data\Cancer (130).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1297).jpg,CT,Brain
D:\Intership\data\12856.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8595591-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3239).jpg,CT,Abdominal
D:\Intership\data\N13_0_127.jpg,CT,Brain
D:\Intership\data\Cyst- (2530).jpg,CT,Abdominal
D:\Intership\data\11495.jpg,XRay,Hand
D:\Intership\data\11525.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9530903-0004.jpg,XRay,Chest
D:\Intership\data\VIRUS-6747108-0002.jpg,XRay,Chest
D:\Intership\data\N15_0_105.jpg,CT,Brain
D:\Intership\data\Tumor- (1770).jpg,CT,Abdominal
D:\Intership\data\9665.jpg,XRay,Hand
D:\Intership\data\IMG-0002-00058.jpg,CT,Brain
D:\Intership\data\Not Cancer  (846).jpg,CT,Brain
D:\Intership\data\N5_0_81.jpg,CT,Brain
D:\Intership\data\N9_0_116.jpg,CT,Brain
D:\Intership\data\N2_0_193.jpg,CT,Brain
D:\Intership\data\BACTERIA-4401421-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (480).jpg,CT,Abdominal
D:\Intership\data\N13_0_97.jpg,CT,Brain
D:\Intership\data\Cyst- (1136).jpg,CT,Abdominal
D:\Intership\data\11571.jpg,XRay,Hand
D:\Intership\data\Cyst- (3629).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3089).jpg,CT,Abdominal
D:\Intership\data\Normal- (493).jpg,CT,Abdominal
D:\Intership\data\Normal- (166).jpg,CT,Abdominal
D:\Intership\data\N13_0_128.jpg,CT,Brain
D:\Intership\data\Normal- (1506).jpg,CT,Abdominal
D:\Intership\data\Stone- (532).jpg,CT,Abdominal
D:\Intership\data\6659.jpg,XRay,Hand
D:\Intership\data\8103.jpg,XRay,Hand
D:\Intership\data\7424.jpg,XRay,Hand
D:\Intership\data\Tumor- (781).jpg,CT,Abdominal
D:\Intership\data\N8_0_9.jpg,CT,Brain
D:\Intership\data\BACTERIA-6526051-0004.jpg,XRay,Chest
D:\Intership\data\Stone- (1303).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-8705009-0001.jpg,XRay,Chest
D:\Intership\data\17_0_69.jpg,CT,Brain
D:\Intership\data\VIRUS-5672000-0002.jpg,XRay,Chest
D:\Intership\data\7_0_43.jpg,CT,Brain
D:\Intership\data\Tumor- (796).jpg,CT,Abdominal
D:\Intership\data\1_0_65.jpg,CT,Brain
D:\Intership\data\11_0_112.jpg,CT,Brain
D:\Intership\data\Cyst- (373).jpg,CT,Abdominal
D:\Intership\data\N1_0_65.jpg,CT,Brain
D:\Intership\data\1661.jpg,XRay,Hand
D:\Intership\data\13652.jpg,XRay,Hand
D:\Intership\data\9_0_117.jpg,CT,Brain
D:\Intership\data\7180.jpg,XRay,Hand
D:\Intership\data\Cancer (2251).jpg,CT,Brain
D:\Intership\data\N1_0_218.jpg,CT,Brain
D:\Intership\data\Tumor- (1663).jpg,CT,Abdominal
D:\Intership\data\13969.jpg,XRay,Hand
D:\Intership\data\8369.jpg,XRay,Hand
D:\Intership\data\Normal- (3518).jpg,CT,Abdominal
D:\Intership\data\9082.jpg,XRay,Hand
D:\Intership\data\VIRUS-7704214-0003.jpg,XRay,Chest
D:\Intership\data\BACTERIA-6526051-0001.jpg,XRay,Chest
D:\Intership\data\17_0_216.jpg,CT,Brain
D:\Intership\data\10348.jpg,XRay,Hand
D:\Intership\data\Normal- (3308).jpg,CT,Abdominal
D:\Intership\data\Cancer (2356).jpg,CT,Brain
D:\Intership\data\Normal- (2582).jpg,CT,Abdominal
D:\Intership\data\Cyst- (919).jpg,CT,Abdominal
D:\Intership\data\000040 (10).jpg,CT,Chest
D:\Intership\data\5282.jpg,XRay,Hand
D:\Intership\data\7462.jpg,XRay,Hand
D:\Intership\data\Cyst- (1279).jpg,CT,Abdominal
D:\Intership\data\NORMAL-3997421-0001.jpg,XRay,Chest
D:\Intership\data\N1_0_68.jpg,CT,Brain
D:\Intership\data\BACTERIA-935458-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (4600).jpg,CT,Abdominal
D:\Intership\data\13780.jpg,XRay,Hand
D:\Intership\data\11_0_80.jpg,CT,Brain
D:\Intership\data\12672.jpg,XRay,Hand
D:\Intership\data\12364.jpg,XRay,Hand
D:\Intership\data\10659.jpg,XRay,Hand
D:\Intership\data\BACTERIA-6467229-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (5014).jpg,CT,Abdominal
D:\Intership\data\Cancer (2046).jpg,CT,Brain
D:\Intership\data\10612.jpg,XRay,Hand
D:\Intership\data\Cancer (510).jpg,CT,Brain
D:\Intership\data\8224.jpg,XRay,Hand
D:\Intership\data\N9_0_84.jpg,CT,Brain
D:\Intership\data\BACTERIA-4590061-0004.jpg,XRay,Chest
D:\Intership\data\Stone- (1209).jpg,CT,Abdominal
D:\Intership\data\7220.jpg,XRay,Hand
D:\Intership\data\N11_0_90.jpg,CT,Brain
D:\Intership\data\VIRUS-9801714-0002.jpg,XRay,Chest
D:\Intership\data\N7_0_124.jpg,CT,Brain
D:\Intership\data\N13_0_107.jpg,CT,Brain
D:\Intership\data\Normal- (4064).jpg,CT,Abdominal
D:\Intership\data\Tumor- (326).jpg,CT,Abdominal
D:\Intership\data\Normal- (1302).jpg,CT,Abdominal
D:\Intership\data\9671.jpg,XRay,Hand
D:\Intership\data\Normal- (3278).jpg,CT,Abdominal
D:\Intership\data\Normal- (699).jpg,CT,Abdominal
D:\Intership\data\6197.jpg,XRay,Hand
D:\Intership\data\BACTERIA-215369-0003.jpg,XRay,Chest
D:\Intership\data\4_0_31.jpg,CT,Brain
D:\Intership\data\BACTERIA-2784562-0006.jpg,XRay,Chest
D:\Intership\data\5996.jpg,XRay,Hand
D:\Intership\data\9850.jpg,XRay,Hand
D:\Intership\data\13006.jpg,XRay,Hand
D:\Intership\data\NORMAL-8272933-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-8537791-0001.jpg,XRay,Chest
D:\Intership\data\IMG-0001-00017.jpg,CT,Brain
D:\Intership\data\Cyst- (1600).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1364).jpg,CT,Abdominal
D:\Intership\data\10628.jpg,XRay,Hand
D:\Intership\data\Cyst- (1389).jpg,CT,Abdominal
D:\Intership\data\N19_0_117.jpg,CT,Brain
D:\Intership\data\Tumor- (1396).jpg,CT,Abdominal
D:\Intership\data\Normal- (203).jpg,CT,Abdominal
D:\Intership\data\NORMAL-3952204-0001.jpg,XRay,Chest
D:\Intership\data\8469.jpg,XRay,Hand
D:\Intership\data\4071.jpg,XRay,Hand
D:\Intership\data\NORMAL-7975084-0001.jpg,XRay,Chest
D:\Intership\data\IMG-0001-00165.jpg,CT,Brain
D:\Intership\data\15591.jpg,XRay,Hand
D:\Intership\data\3187.jpg,XRay,Hand
D:\Intership\data\5723.jpg,XRay,Hand
D:\Intership\data\Cancer (928).jpg,CT,Brain
D:\Intership\data\Tumor- (314).jpg,CT,Abdominal
D:\Intership\data\13223.jpg,XRay,Hand
D:\Intership\data\N2_0_70.jpg,CT,Brain
D:\Intership\data\BACTERIA-2609929-0003.jpg,XRay,Chest
D:\Intership\data\11177.jpg,XRay,Hand
D:\Intership\data\13172.jpg,XRay,Hand
D:\Intership\data\Tumor- (2015).jpg,CT,Abdominal
D:\Intership\data\6_0_58.jpg,CT,Brain
D:\Intership\data\Cyst- (1760).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-1027194-0001.jpg,XRay,Chest
D:\Intership\data\12975.jpg,XRay,Hand
D:\Intership\data\Normal- (3042).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2302795-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (1833).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1189).jpg,CT,Abdominal
D:\Intership\data\6339.jpg,XRay,Hand
D:\Intership\data\3242.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8284419-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (179).jpg,CT,Abdominal
D:\Intership\data\Normal- (1819).jpg,CT,Abdominal
D:\Intership\data\Cancer (1914).jpg,CT,Brain
D:\Intership\data\BACTERIA-1083680-0008.jpg,XRay,Chest
D:\Intership\data\14569.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (787).jpg,CT,Brain
D:\Intership\data\Normal- (1723).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-3322717-0005.jpg,XRay,Chest
D:\Intership\data\12_0_154.jpg,CT,Brain
D:\Intership\data\N2_0_79.jpg,CT,Brain
D:\Intership\data\Tumor- (1969).jpg,CT,Abdominal
D:\Intership\data\13553.jpg,XRay,Hand
D:\Intership\data\Normal- (3381).jpg,CT,Abdominal
D:\Intership\data\Cancer (2367).jpg,CT,Brain
D:\Intership\data\ID_0094_AGE_0052_CONTRAST_0_CT.jpg,CT,Chest
D:\Intership\data\Normal- (2141).jpg,CT,Abdominal
D:\Intership\data\Normal- (4677).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2727335-0001.jpg,XRay,Chest
D:\Intership\data\7197.jpg,XRay,Hand
D:\Intership\data\N1_0_195.jpg,CT,Brain
D:\Intership\data\Normal- (4398).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5045159-0002.jpg,XRay,Chest
D:\Intership\data\Tumor- (1880).jpg,CT,Abdominal
D:\Intership\data\13017.jpg,XRay,Hand
D:\Intership\data\Cyst- (2786).jpg,CT,Abdominal
D:\Intership\data\12184.jpg,XRay,Hand
D:\Intership\data\6876.jpg,XRay,Hand
D:\Intership\data\9389.jpg,XRay,Hand
D:\Intership\data\Tumor- (2259).jpg,CT,Abdominal
D:\Intership\data\9569.jpg,XRay,Hand
D:\Intership\data\9224.jpg,XRay,Hand
D:\Intership\data\N27_0_165.jpg,CT,Brain
D:\Intership\data\10157.jpg,XRay,Hand
D:\Intership\data\Normal- (2675).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4742760-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (3663).jpg,CT,Abdominal
D:\Intership\data\6059.jpg,XRay,Hand
D:\Intership\data\BACTERIA-4719778-0003.jpg,XRay,Chest
D:\Intership\data\7719.jpg,XRay,Hand
D:\Intership\data\10231.jpg,XRay,Hand
D:\Intership\data\6397.jpg,XRay,Hand
D:\Intership\data\Normal- (845).jpg,CT,Abdominal
D:\Intership\data\17_0_121.jpg,CT,Brain
D:\Intership\data\BACTERIA-1452215-0001.jpg,XRay,Chest
D:\Intership\data\20_0_43.jpg,CT,Brain
D:\Intership\data\6_0_66.jpg,CT,Brain
D:\Intership\data\BACTERIA-5063219-0003.jpg,XRay,Chest
D:\Intership\data\2736.jpg,XRay,Hand
D:\Intership\data\Cyst- (2290).jpg,CT,Abdominal
D:\Intership\data\7764.jpg,XRay,Hand
D:\Intership\data\15128.jpg,XRay,Hand
D:\Intership\data\Normal- (3304).jpg,CT,Abdominal
D:\Intership\data\Normal- (1178).jpg,CT,Abdominal
D:\Intership\data\1982.jpg,XRay,Hand
D:\Intership\data\Cancer (981).jpg,CT,Brain
D:\Intership\data\Cyst- (1366).jpg,CT,Abdominal
D:\Intership\data\N1_0_100.jpg,CT,Brain
D:\Intership\data\000031.jpg,CT,Chest
D:\Intership\data\15537.jpg,XRay,Hand
D:\Intership\data\4603.jpg,XRay,Hand
D:\Intership\data\N17_0_104.jpg,CT,Brain
D:\Intership\data\Normal- (4213).jpg,CT,Abdominal
D:\Intership\data\N12_0_95.jpg,CT,Brain
D:\Intership\data\N2_0_126.jpg,CT,Brain
D:\Intership\data\VIRUS-6721427-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3734).jpg,CT,Abdominal
D:\Intership\data\ventrikler-parankimal kanama_0_61.jpg,CT,Brain
D:\Intership\data\Normal- (1578).jpg,CT,Abdominal
D:\Intership\data\10746.jpg,XRay,Hand
D:\Intership\data\N18_0_158.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1923).jpg,CT,Brain
D:\Intership\data\BACTERIA-7995680-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (928).jpg,CT,Abdominal
D:\Intership\data\12324.jpg,XRay,Hand
D:\Intership\data\7631.jpg,XRay,Hand
D:\Intership\data\VIRUS-2889187-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (1048).jpg,CT,Abdominal
D:\Intership\data\Stone- (266).jpg,CT,Abdominal
D:\Intership\data\Cancer (634).jpg,CT,Brain
D:\Intership\data\Tumor- (493).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (688).jpg,CT,Brain
D:\Intership\data\BACTERIA-2949827-0004.jpg,XRay,Chest
D:\Intership\data\5792.jpg,XRay,Hand
D:\Intership\data\15357.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1169).jpg,CT,Brain
D:\Intership\data\VIRUS-4728998-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (3183).jpg,CT,Abdominal
D:\Intership\data\8999.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1).jpg,CT,Brain
D:\Intership\data\BACTERIA-4016460-0003.jpg,XRay,Chest
D:\Intership\data\Tumor- (1573).jpg,CT,Abdominal
D:\Intership\data\N2_0_224.jpg,CT,Brain
D:\Intership\data\Normal- (4828).jpg,CT,Abdominal
D:\Intership\data\14121.jpg,XRay,Hand
D:\Intership\data\Cyst- (64).jpg,CT,Abdominal
D:\Intership\data\3599.jpg,XRay,Hand
D:\Intership\data\3581.jpg,XRay,Hand
D:\Intership\data\Cancer (1977).jpg,CT,Brain
D:\Intership\data\3395.jpg,XRay,Hand
D:\Intership\data\NORMAL-6219029-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2899476-0001.jpg,XRay,Chest
D:\Intership\data\N2_0_219.jpg,CT,Brain
D:\Intership\data\Normal- (151).jpg,CT,Abdominal
D:\Intership\data\Normal- (4155).jpg,CT,Abdominal
D:\Intership\data\N9_0_151.jpg,CT,Brain
D:\Intership\data\Normal- (12).jpg,CT,Abdominal
D:\Intership\data\N2_0_214.jpg,CT,Brain
D:\Intership\data\9023.jpg,XRay,Hand
D:\Intership\data\12864.jpg,XRay,Hand
D:\Intership\data\N16_0_58.jpg,CT,Brain
D:\Intership\data\Normal- (2932).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2147615-0001.jpg,XRay,Chest
D:\Intership\data\12547.jpg,XRay,Hand
D:\Intership\data\Tumor- (66).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1395).jpg,CT,Abdominal
D:\Intership\data\Tumor- (368).jpg,CT,Abdominal
D:\Intership\data\Normal- (3788).jpg,CT,Abdominal
D:\Intership\data\11788.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1630215-0005.jpg,XRay,Chest
D:\Intership\data\Cyst- (2572).jpg,CT,Abdominal
D:\Intership\data\20_0_53.jpg,CT,Brain
D:\Intership\data\3870.jpg,XRay,Hand
D:\Intership\data\2832.jpg,XRay,Hand
D:\Intership\data\N19_0_84.jpg,CT,Brain
D:\Intership\data\15095.jpg,XRay,Hand
D:\Intership\data\Cyst- (2335).jpg,CT,Abdominal
D:\Intership\data\Cancer (1515).jpg,CT,Brain
D:\Intership\data\BACTERIA-7421161-0001.jpg,XRay,Chest
D:\Intership\data\3867.jpg,XRay,Hand
D:\Intership\data\14032.jpg,XRay,Hand
D:\Intership\data\Cancer (2268).jpg,CT,Brain
D:\Intership\data\1_0_126.jpg,CT,Brain
D:\Intership\data\Normal- (3576).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00109.jpg,CT,Brain
D:\Intership\data\8896.jpg,XRay,Hand
D:\Intership\data\IMG-0001-00073.jpg,CT,Brain
D:\Intership\data\N6_0_99.jpg,CT,Brain
D:\Intership\data\Cancer (1588).jpg,CT,Brain
D:\Intership\data\NORMAL-8733593-0001.jpg,XRay,Chest
D:\Intership\data\9245.jpg,XRay,Hand
D:\Intership\data\Tumor- (145).jpg,CT,Abdominal
D:\Intership\data\12014.jpg,XRay,Hand
D:\Intership\data\7742.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3523856-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-1317636-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (573).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1845).jpg,CT,Brain
D:\Intership\data\6108.jpg,XRay,Hand
D:\Intership\data\Normal- (2335).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1401).jpg,CT,Abdominal
D:\Intership\data\Normal- (232).jpg,CT,Abdominal
D:\Intership\data\NORMAL-5729327-0001.jpg,XRay,Chest
D:\Intership\data\13963.jpg,XRay,Hand
D:\Intership\data\VIRUS-2543227-0002.jpg,XRay,Chest
D:\Intership\data\N5_0_74.jpg,CT,Brain
D:\Intership\data\Cyst- (273).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (2061).jpg,CT,Brain
D:\Intership\data\9146.jpg,XRay,Hand
D:\Intership\data\Normal- (544).jpg,CT,Abdominal
D:\Intership\data\Tumor- (398).jpg,CT,Abdominal
D:\Intership\data\13790.jpg,XRay,Hand
D:\Intership\data\9_0_61.jpg,CT,Brain
D:\Intership\data\3750.jpg,XRay,Hand
D:\Intership\data\Cyst- (1956).jpg,CT,Abdominal
D:\Intership\data\13367.jpg,XRay,Hand
D:\Intership\data\Normal- (2334).jpg,CT,Abdominal
D:\Intership\data\7394.jpg,XRay,Hand
D:\Intership\data\Cancer (1105).jpg,CT,Brain
D:\Intership\data\Normal- (4239).jpg,CT,Abdominal
D:\Intership\data\N18_0_117.jpg,CT,Brain
D:\Intership\data\Normal- (2560).jpg,CT,Abdominal
D:\Intership\data\Cancer (2143).jpg,CT,Brain
D:\Intership\data\Normal- (520).jpg,CT,Abdominal
D:\Intership\data\5293.jpg,XRay,Hand
D:\Intership\data\Cancer (619).jpg,CT,Brain
D:\Intership\data\5243.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (792).jpg,CT,Brain
D:\Intership\data\Cancer (2364).jpg,CT,Brain
D:\Intership\data\N17_0_63.jpg,CT,Brain
D:\Intership\data\7365.jpg,XRay,Hand
D:\Intership\data\Tumor- (2028).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4394900-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (426).jpg,CT,Abdominal
D:\Intership\data\8658.jpg,XRay,Hand
D:\Intership\data\Cancer (2165).jpg,CT,Brain
D:\Intership\data\N3_0_332.jpg,CT,Brain
D:\Intership\data\Normal- (1442).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4021385-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (1183).jpg,CT,Abdominal
D:\Intership\data\13891.jpg,XRay,Hand
D:\Intership\data\JPCLN088.jpg,XRay,Chest
D:\Intership\data\Cancer (164).jpg,CT,Brain
D:\Intership\data\4930.jpg,XRay,Hand
D:\Intership\data\6622.jpg,XRay,Hand
D:\Intership\data\10602.jpg,XRay,Hand
D:\Intership\data\N19_0_20.jpg,CT,Brain
D:\Intership\data\NORMAL-9000251-0003.jpg,XRay,Chest
D:\Intership\data\Tumor- (2093).jpg,CT,Abdominal
D:\Intership\data\IMG-0002-00030.jpg,CT,Brain
D:\Intership\data\14_0_60.jpg,CT,Brain
D:\Intership\data\Normal- (638).jpg,CT,Abdominal
D:\Intership\data\8461.jpg,XRay,Hand
D:\Intership\data\5544.jpg,XRay,Hand
D:\Intership\data\7031.jpg,XRay,Hand
D:\Intership\data\N17_0_149.jpg,CT,Brain
D:\Intership\data\3556.jpg,XRay,Hand
D:\Intership\data\Cancer (2047).jpg,CT,Brain
D:\Intership\data\4748.jpg,XRay,Hand
D:\Intership\data\Normal- (4995).jpg,CT,Abdominal
D:\Intership\data\NORMAL-1165014-0001.jpg,XRay,Chest
D:\Intership\data\2139.jpg,XRay,Hand
D:\Intership\data\Cyst- (2841).jpg,CT,Abdominal
D:\Intership\data\6449.jpg,XRay,Hand
D:\Intership\data\VIRUS-9742081-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2474652-0003.jpg,XRay,Chest
D:\Intership\data\N6_0_46.jpg,CT,Brain
D:\Intership\data\8711.jpg,XRay,Hand
D:\Intership\data\NORMAL-2692080-0001.jpg,XRay,Chest
D:\Intership\data\2791.jpg,XRay,Hand
D:\Intership\data\2974.jpg,XRay,Hand
D:\Intership\data\15565.jpg,XRay,Hand
D:\Intership\data\11267.jpg,XRay,Hand
D:\Intership\data\Cancer (2091).jpg,CT,Brain
D:\Intership\data\Normal- (404).jpg,CT,Abdominal
D:\Intership\data\14703.jpg,XRay,Hand
D:\Intership\data\Normal- (3145).jpg,CT,Abdominal
D:\Intership\data\11850.jpg,XRay,Hand
D:\Intership\data\VIRUS-3686166-0001.jpg,XRay,Chest
D:\Intership\data\IMG-0002-00190.jpg,CT,Brain
D:\Intership\data\Tumor- (2154).jpg,CT,Abdominal
D:\Intership\data\Tumor- (473).jpg,CT,Abdominal
D:\Intership\data\N9_0_38.jpg,CT,Brain
D:\Intership\data\NORMAL-3079343-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (2129).jpg,CT,Abdominal
D:\Intership\data\VIRUS-7022864-0006.jpg,XRay,Chest
D:\Intership\data\Normal- (2064).jpg,CT,Abdominal
D:\Intership\data\N25_0_46.jpg,CT,Brain
D:\Intership\data\4036.jpg,XRay,Hand
D:\Intership\data\Normal- (4671).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1318).jpg,CT,Brain
D:\Intership\data\3639.jpg,XRay,Hand
D:\Intership\data\11024.jpg,XRay,Hand
D:\Intership\data\Normal- (3955).jpg,CT,Abdominal
D:\Intership\data\N5_0_80.jpg,CT,Brain
D:\Intership\data\IMG-0001-00001.jpg,CT,Brain
D:\Intership\data\NORMAL-6830488-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (325).jpg,CT,Abdominal
D:\Intership\data\VIRUS-5123904-0002.jpg,XRay,Chest
D:\Intership\data\5_0_137.jpg,CT,Brain
D:\Intership\data\Cyst- (1646).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7091759-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (2948).jpg,CT,Abdominal
D:\Intership\data\3835.jpg,XRay,Hand
D:\Intership\data\Cancer (1662).jpg,CT,Brain
D:\Intership\data\Cancer (1549).jpg,CT,Brain
D:\Intership\data\BACTERIA-864208-0002.jpg,XRay,Chest
D:\Intership\data\8322.jpg,XRay,Hand
D:\Intership\data\15492.jpg,XRay,Hand
D:\Intership\data\9219.jpg,XRay,Hand
D:\Intership\data\n9 (2) - Copy.jpg,CT,Chest
D:\Intership\data\Stone- (769).jpg,CT,Abdominal
D:\Intership\data\11_0_131.jpg,CT,Brain
D:\Intership\data\Normal- (984).jpg,CT,Abdominal
D:\Intership\data\10006.jpg,XRay,Hand
D:\Intership\data\2638.jpg,XRay,Hand
D:\Intership\data\14981.jpg,XRay,Hand
D:\Intership\data\17_0_123.jpg,CT,Brain
D:\Intership\data\Normal- (2164).jpg,CT,Abdominal
D:\Intership\data\14603.jpg,XRay,Hand
D:\Intership\data\N10_0_23.jpg,CT,Brain
D:\Intership\data\NORMAL-1140710-0001.jpg,XRay,Chest
D:\Intership\data\10044.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (845).jpg,CT,Brain
D:\Intership\data\11517.jpg,XRay,Hand
D:\Intership\data\12449.jpg,XRay,Hand
D:\Intership\data\Normal- (858).jpg,CT,Abdominal
D:\Intership\data\14642.jpg,XRay,Hand
D:\Intership\data\Cyst- (1320).jpg,CT,Abdominal
D:\Intership\data\2541.jpg,XRay,Hand
D:\Intership\data\14586.jpg,XRay,Hand
D:\Intership\data\8139.jpg,XRay,Hand
D:\Intership\data\N2_0_17.jpg,CT,Brain
D:\Intership\data\NORMAL-7333515-0002.jpg,XRay,Chest
D:\Intership\data\7835.jpg,XRay,Hand
D:\Intership\data\11699.jpg,XRay,Hand
D:\Intership\data\17_0_148.jpg,CT,Brain
D:\Intership\data\Normal- (1032).jpg,CT,Abdominal
D:\Intership\data\N12_0_129.jpg,CT,Brain
D:\Intership\data\14340.jpg,XRay,Hand
D:\Intership\data\15528.jpg,XRay,Hand
D:\Intership\data\7172.jpg,XRay,Hand
D:\Intership\data\Stone- (700).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-3690280-0004.jpg,XRay,Chest
D:\Intership\data\5436.jpg,XRay,Hand
D:\Intership\data\Cyst- (175).jpg,CT,Abdominal
D:\Intership\data\Normal- (2253).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (177).jpg,CT,Brain
D:\Intership\data\Stone- (1185).jpg,CT,Abdominal
D:\Intership\data\Cancer (983).jpg,CT,Brain
D:\Intership\data\NORMAL-6062926-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (1883).jpg,CT,Abdominal
D:\Intership\data\Normal- (2929).jpg,CT,Abdominal
D:\Intership\data\3128.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3601307-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-6054279-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-570144-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (121).jpg,CT,Brain
D:\Intership\data\VIRUS-5619694-0002.jpg,XRay,Chest
D:\Intership\data\Cancer (2236).jpg,CT,Brain
D:\Intership\data\Normal- (4856).jpg,CT,Abdominal
D:\Intership\data\Normal- (365).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00107.jpg,CT,Brain
D:\Intership\data\11565.jpg,XRay,Hand
D:\Intership\data\Normal- (702).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2003).jpg,CT,Abdominal
D:\Intership\data\2_0_135.jpg,CT,Brain
D:\Intership\data\Cyst- (250).jpg,CT,Abdominal
D:\Intership\data\Normal- (3376).jpg,CT,Abdominal
D:\Intership\data\13481.jpg,XRay,Hand
D:\Intership\data\6390.jpg,XRay,Hand
D:\Intership\data\8025.jpg,XRay,Hand
D:\Intership\data\5237.jpg,XRay,Hand
D:\Intership\data\7402.jpg,XRay,Hand
D:\Intership\data\ventrikler-parankimal kanama_0_43.jpg,CT,Brain
D:\Intership\data\2636.jpg,XRay,Hand
D:\Intership\data\VIRUS-6287465-0002.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1503).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1162).jpg,CT,Brain
D:\Intership\data\Normal- (2397).jpg,CT,Abdominal
D:\Intership\data\Cyst- (772).jpg,CT,Abdominal
D:\Intership\data\Stone- (1277).jpg,CT,Abdominal
D:\Intership\data\Normal- (291).jpg,CT,Abdominal
D:\Intership\data\10523.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9942581-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1184).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1825).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1977).jpg,CT,Brain
D:\Intership\data\Cancer (1581).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1608).jpg,CT,Brain
D:\Intership\data\7800.jpg,XRay,Hand
D:\Intership\data\8346.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (719).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1087).jpg,CT,Brain
D:\Intership\data\7500.jpg,XRay,Hand
